tension_id,lens,lens_letter,difference_type,entity_ids,shared_observable,shared_domain,difference_summary,evidence_basis,candidate_discriminator,data_available,cheap_test_possible,candidate_id,human_status,relation_confidences,source_paths,source_commit
T-0140,model_disagreement,A,comparable_not_yet_executed,model:maille2024.two_regime | model:romancorrochano2017.extraction,"extraction_yield, tds",extraction,"maille2024.two_regime and romancorrochano2017.extraction both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): maille2024.two_regime=source_curve_reproduction, romancorrochano2017.extraction=sign_or_compatibility","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/maille2024.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0141,model_disagreement,A,declared_competitor,model:mo2023_2.coupled_bed | model:brewer2026.streamtube,,extraction / bed_dynamics,"mo2023_2.coupled_bed's card names brewer2026.streamtube as a competitor/conflict: - **brewer2026.streamtube (bed_dynamics):** complementary-competing: streamtube explains flow anomalies via static radial heterogeneity, Mo via temporal porosity evolution;","mo2023_2.coupled_bed (post_fit_reconstruction) vs brewer2026.streamtube (within_campaign_held_out) — registry evidence strengths, verbatim","an observable both predict, run under one matched scenario",UNKNOWN,UNKNOWN,I-070,UNREVIEWED,explicit,docs/cards/mo2023_2.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0142,model_disagreement,A,comparable_not_yet_executed,model:mo2023_2.coupled_bed | model:moroney2016.surrogate,"extraction_yield, tds",extraction,"mo2023_2.coupled_bed and moroney2016.surrogate both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): mo2023_2.coupled_bed=post_fit_reconstruction, moroney2016.surrogate=qualitative_capacity","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/mo2023_2.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0143,model_disagreement,A,comparable_not_yet_executed,model:mo2023_2.coupled_bed | model:pannusch2024.closures,"extraction_yield, tds",extraction,"mo2023_2.coupled_bed and pannusch2024.closures both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): mo2023_2.coupled_bed=post_fit_reconstruction, pannusch2024.closures=code_verification","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/mo2023_2.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0144,model_disagreement,A,comparable_not_yet_executed,model:mo2023_2.coupled_bed | model:pannusch2024.solver,"extraction_yield, tds",extraction,"mo2023_2.coupled_bed and pannusch2024.solver both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): mo2023_2.coupled_bed=post_fit_reconstruction, pannusch2024.solver=post_fit_reconstruction","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/mo2023_2.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0145,model_disagreement,A,comparable_not_yet_executed,model:mo2023_2.coupled_bed | model:romancorrochano2017.extraction,"extraction_yield, tds",extraction,"mo2023_2.coupled_bed and romancorrochano2017.extraction both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): mo2023_2.coupled_bed=post_fit_reconstruction, romancorrochano2017.extraction=sign_or_compatibility","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/mo2023_2.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0146,model_disagreement,A,declared_competitor,model:mo2023_2.coupled_bed | model:wadsworth2026.permeability,,extraction / packing,"mo2023_2.coupled_bed's card names wadsworth2026.permeability as a competitor/conflict: - **wadsworth2026.permeability (packing, calibration):** competing k closure (Carman-Kozeny + tortuosity power law vs percolation form with angularity).","mo2023_2.coupled_bed (post_fit_reconstruction) vs wadsworth2026.permeability (source_curve_reproduction) — registry evidence strengths, verbatim","an observable both predict, run under one matched scenario",UNKNOWN,UNKNOWN,I-071,UNREVIEWED,explicit,docs/cards/mo2023_2.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0147,model_disagreement,A,declared_competitor,model:mo2023_2.swelling | model:brewer2026.streamtube,,bed_dynamics / bed_dynamics,"mo2023_2.swelling's card names brewer2026.streamtube as a competitor/conflict: - **brewer2026.streamtube (bed_dynamics):** complementary-competing: streamtube explains flow anomalies via static radial heterogeneity, Mo via temporal porosity evolution;","mo2023_2.swelling (source_curve_reproduction) vs brewer2026.streamtube (within_campaign_held_out) — registry evidence strengths, verbatim","an observable both predict, run under one matched scenario",UNKNOWN,UNKNOWN,I-072,UNREVIEWED,explicit,docs/cards/mo2023_2.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0148,model_disagreement,A,declared_competitor,model:mo2023_2.swelling | model:wadsworth2026.permeability,,bed_dynamics / packing,"mo2023_2.swelling's card names wadsworth2026.permeability as a competitor/conflict: - **wadsworth2026.permeability (packing, calibration):** competing k closure (Carman-Kozeny + tortuosity power law vs percolation form with angularity).","mo2023_2.swelling (source_curve_reproduction) vs wadsworth2026.permeability (source_curve_reproduction) — registry evidence strengths, verbatim","an observable both predict, run under one matched scenario",UNKNOWN,UNKNOWN,I-073,UNREVIEWED,explicit,docs/cards/mo2023_2.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0149,model_disagreement,A,comparable_not_yet_executed,model:moroney2016.surrogate | model:pannusch2024.closures,"extraction_yield, tds",extraction,"moroney2016.surrogate and pannusch2024.closures both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): moroney2016.surrogate=qualitative_capacity, pannusch2024.closures=code_verification","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/moroney2016.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0150,model_disagreement,A,comparable_not_yet_executed,model:moroney2016.surrogate | model:pannusch2024.solver,"extraction_yield, tds",extraction,"moroney2016.surrogate and pannusch2024.solver both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): moroney2016.surrogate=qualitative_capacity, pannusch2024.solver=post_fit_reconstruction","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/moroney2016.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0151,model_disagreement,A,comparable_not_yet_executed,model:moroney2016.surrogate | model:romancorrochano2017.extraction,"extraction_yield, tds",extraction,"moroney2016.surrogate and romancorrochano2017.extraction both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): moroney2016.surrogate=qualitative_capacity, romancorrochano2017.extraction=sign_or_compatibility","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/moroney2016.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0152,model_disagreement,A,declared_competitor,model:moroney2016.surrogate | model:wadsworth2026.permeability,,extraction / packing,"moroney2016.surrogate's card names wadsworth2026.permeability as a competitor/conflict: - **wadsworth2026.permeability** (packing, calibration): competing permeability closure — Kozeny–Carman κ = 3.1 here vs.","moroney2016.surrogate (qualitative_capacity) vs wadsworth2026.permeability (source_curve_reproduction) — registry evidence strengths, verbatim","an observable both predict, run under one matched scenario",UNKNOWN,UNKNOWN,I-074,UNREVIEWED,explicit,docs/cards/moroney2016.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0153,model_disagreement,A,declared_competitor,model:pannusch2024.closures | model:cameron2020.extraction_bdf,,extraction / extraction,"pannusch2024.closures's card names cameron2020.extraction_bdf as a competitor/conflict: - **cameron2020.extraction_bdf (extraction, runtime)** — direct competitor and complement.","pannusch2024.closures (code_verification) vs cameron2020.extraction_bdf (code_verification) — registry evidence strengths, verbatim","an observable both predict, run under one matched scenario",UNKNOWN,UNKNOWN,I-075,UNREVIEWED,explicit,docs/cards/pannusch2024.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0154,model_disagreement,A,comparable_not_yet_executed,model:pannusch2024.closures | model:pannusch2024.solver,"cumulative_mass, extraction_yield, species_concentration, tds",extraction,"pannusch2024.closures and pannusch2024.solver both operate on stage extraction and both name cumulative_mass, extraction_yield, species_concentration, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): pannusch2024.closures=code_verification, pannusch2024.solver=post_fit_reconstruction","cumulative_mass, extraction_yield, species_concentration, tds",UNKNOWN,YES,I-061,UNREVIEWED,deterministically_inferred,docs/cards/pannusch2024.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0155,model_disagreement,A,comparable_not_yet_executed,model:pannusch2024.closures | model:romancorrochano2017.extraction,"extraction_yield, tds",extraction,"pannusch2024.closures and romancorrochano2017.extraction both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): pannusch2024.closures=code_verification, romancorrochano2017.extraction=sign_or_compatibility","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/pannusch2024.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0156,model_disagreement,A,declared_competitor,model:pannusch2024.solver | model:cameron2020.extraction_bdf,,extraction / extraction,"pannusch2024.solver's card names cameron2020.extraction_bdf as a competitor/conflict: - **cameron2020.extraction_bdf (extraction, runtime)** — direct competitor and complement.","pannusch2024.solver (post_fit_reconstruction) vs cameron2020.extraction_bdf (code_verification) — registry evidence strengths, verbatim","an observable both predict, run under one matched scenario",UNKNOWN,UNKNOWN,I-076,UNREVIEWED,explicit,docs/cards/pannusch2024.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0157,model_disagreement,A,comparable_not_yet_executed,model:pannusch2024.solver | model:romancorrochano2017.extraction,"extraction_yield, tds",extraction,"pannusch2024.solver and romancorrochano2017.extraction both operate on stage extraction and both name extraction_yield, tds among their interface outputs. Whether they agree is NOT established here.","evidence strengths (verbatim): pannusch2024.solver=post_fit_reconstruction, romancorrochano2017.extraction=sign_or_compatibility","extraction_yield, tds",UNKNOWN,YES,I-063,UNREVIEWED,deterministically_inferred,docs/cards/pannusch2024.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0158,model_disagreement,A,declared_competitor,model:romancorrochano2017.extraction | model:cameron2020.extraction_bdf,,extraction / extraction,romancorrochano2017.extraction's card names cameron2020.extraction_bdf as a competitor/conflict: - COMPETES with cameron2020.extraction_bdf (registry #1): both are runtime saturated,"romancorrochano2017.extraction (sign_or_compatibility) vs cameron2020.extraction_bdf (code_verification) — registry evidence strengths, verbatim","an observable both predict, run under one matched scenario",UNKNOWN,UNKNOWN,I-077,UNREVIEWED,explicit,docs/cards/romancorrochano2017_extraction.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0159,negative_result,J,standing_negative_verdict,result:ANALYSIS_P2,,,"docs/ANALYSIS_P2.md carries 3 negative-verdict marker lines (downgraded, fails). First: L95 'needed** (every constant fails), *not* that a specific bed mechanism is validated —'","allowlisted standing analysis, line pointers only",whether the negative result generalises beyond its tested configuration,YES,YES,I-078,UNREVIEWED,explicit,docs/ANALYSIS_P2.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0160,negative_result,J,standing_negative_verdict,result:ANALYSIS_transfer,,,"docs/ANALYSIS_transfer.md carries 3 negative-verdict marker lines (non-identifiable, retired). First: L20 'endpoint leaves them practically non-identifiable, because the objective has a flat valley along'","allowlisted standing analysis, line pointers only",whether the negative result generalises beyond its tested configuration,YES,YES,I-079,UNREVIEWED,explicit,docs/ANALYSIS_transfer.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0161,negative_result,J,standing_negative_verdict,result:P3_hypotheses,,,"docs/P3_hypotheses.md carries 3 negative-verdict marker lines (downgraded, negative result). First: L27 '> **Downgraded verdict (`gate_p3_schmieder_peak_discrimination`):** MODEL'","allowlisted standing analysis, line pointers only",whether the negative result generalises beyond its tested configuration,YES,YES,I-080,UNREVIEWED,explicit,docs/P3_hypotheses.md,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0162,public_story,M,unclaimed_contrast_with_data,model:brewer2026.coupled_kappa_t | model:cameron2020.extraction_bdf | model:fasano2000_partI.fines_migration | model:lee2023.feedback | model:wadsworth2026.inertial | model:waszkiewicz2025.poroelastic | dataset:gagne2021/grinder_arm_summary | dataset:gagne2021/resistance_decline_summary | dataset:gagne2021/shots | dataset:grudeva2025/params | dataset:mo2023_2/granulometry_table1 | dataset:mo2023_2/k0_table2,permeability,,"permeability is predicted by 6 model(s) and measured by 15 manifest dataset(s), of which 14 are not cited by any existing public claim",existing claim inventory (5 claims) checked for overlap,permeability,YES,YES,I-081,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0163,public_story,M,unclaimed_contrast_with_data,model:brewer2026.coupled_kappa_t | model:cameron2020.extraction_bdf | model:fasano2000_partI.fines_migration | model:wadsworth2026.inertial | model:waszkiewicz2025.poroelastic | dataset:cameron2020/fig5_grind_deviation | dataset:de1_fixtureA | dataset:fasano2000_partI/fig8_1_experimental | dataset:fasano2000_partI/fig8_4_reversal | dataset:foster2025_2/fig15_flow | dataset:g10_liquor_rheology/khomyakov_kinematic_viscosity,flow,,"flow is predicted by 5 model(s) and measured by 21 manifest dataset(s), of which 19 are not cited by any existing public claim",existing claim inventory (5 claims) checked for overlap,flow,YES,YES,I-082,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0164,public_story,M,unclaimed_contrast_with_data,model:brewer2026.coupled_kappa_t | model:wadsworth2026.grindmap | dataset:maille2024/particle_porosity | dataset:maille2024/ssa | dataset:vacaguerra2023a/dry_porosity_validation | dataset:vacaguerra2023a/omega_coefficients | dataset:wadsworth2026/table1_full,porosity,,"porosity is predicted by 2 model(s) and measured by 5 manifest dataset(s), of which 5 are not cited by any existing public claim",existing claim inventory (5 claims) checked for overlap,porosity,YES,YES,I-083,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0165,public_story,M,unclaimed_contrast_with_data,model:cameron2020.extraction_bdf | model:waszkiewicz2025.poroelastic | dataset:de1_fixtureA | dataset:egidi2024/table2 | dataset:fasano2000_partI/fig8_1_experimental | dataset:g3_pump_characteristic/ulka_envelope | dataset:gagne2021/shots | dataset:gloess2013/de_espresso_endpoint,pressure,,"pressure is predicted by 2 model(s) and measured by 23 manifest dataset(s), of which 20 are not cited by any existing public claim",existing claim inventory (5 claims) checked for overlap,pressure,YES,YES,I-084,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0173,public_story,M,unclaimed_contrast_with_data,model:foster2025.infiltration | model:foster2025.machine_mode | dataset:de1_fixtureA,first_drip_time,,"first_drip_time is predicted by 2 model(s) and measured by 1 manifest dataset(s), of which 1 are not cited by any existing public claim",existing claim inventory (5 claims) checked for overlap,first_drip_time,YES,YES,I-092,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0166,public_story,M,unclaimed_contrast_with_data,model:grudeva2025.reduced | model:lee2023.feedback | model:maille2024.phi_closure | model:maille2024.two_regime | model:mo2023_2.coupled_bed | model:mo2023_2.swelling | model:moroney2016.surrogate | model:pannusch2024.closures | model:pannusch2024.solver | model:romancorrochano2017.extraction | dataset:cameron2020/fig5_grind_deviation | dataset:mo2023_2/yield_strength_figs6_9 | dataset:pocketscience2024/edge_ey_condition_means | dataset:ribes2020/radial_ey | dataset:ribes2021/radial_ey,extraction_yield,,"extraction_yield is predicted by 10 model(s) and measured by 5 manifest dataset(s), of which 5 are not cited by any existing public claim",existing claim inventory (5 claims) checked for overlap,extraction_yield,YES,YES,I-085,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0167,public_story,M,unclaimed_contrast_with_data,model:grudeva2025.reduced | model:maille2024.phi_closure | model:maille2024.two_regime | model:mo2023_2.coupled_bed | model:mo2023_2.swelling | model:moroney2016.surrogate | model:pannusch2024.closures | model:pannusch2024.solver | model:romancorrochano2017.extraction | dataset:egidi2024/table2 | dataset:g10_liquor_rheology/telisromero2001_closures | dataset:gagne2021/shots | dataset:gloess2013/de_espresso_endpoint | dataset:liang2021/fig3_tds | dataset:mo2023_2/yield_strength_figs6_9,tds,,"tds is predicted by 9 model(s) and measured by 15 manifest dataset(s), of which 11 are not cited by any existing public claim",existing claim inventory (5 claims) checked for overlap,tds,YES,YES,I-086,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0168,public_story,M,unclaimed_contrast_with_data,model:maille2024.phi_closure | model:maille2024.two_regime | model:pannusch2024.closures | model:pannusch2024.solver | dataset:angeloni2023/lipids | dataset:ellero2019/fig4_caffeine_content | dataset:khamitova2020/tamping | dataset:maille2024/equilibrium_concentrations | dataset:maille2024/kinetics_caffeine_3cqa | dataset:maille2024/kinetics_organic_acids,species_concentration,,"species_concentration is predicted by 4 model(s) and measured by 9 manifest dataset(s), of which 6 are not cited by any existing public claim",existing claim inventory (5 claims) checked for overlap,species_concentration,YES,YES,I-087,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0169,public_story,M,unclaimed_contrast_with_data,model:pannusch2024.closures | model:pannusch2024.solver | model:waszkiewicz2025.poroelastic | dataset:waszkiewicz2025/tds_solids_calibration,cumulative_mass,,"cumulative_mass is predicted by 3 model(s) and measured by 1 manifest dataset(s), of which 1 are not cited by any existing public claim",existing claim inventory (5 claims) checked for overlap,cumulative_mass,YES,YES,I-088,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0174,scale_mismatch,I,pore_scale_vs_continuum,model:lee2023.feedback | model:wadsworth2026.inertial | model:brewer2026.coupled_kappa_t | model:cameron2020.extraction_bdf | model:fasano2000_partI.fines_migration | model:foster2025.infiltration | model:foster2025.machine_mode | model:grudeva2025.reduced | model:moroney2016.surrogate | model:waszkiewicz2025.poroelastic,permeability,,"Permeability is spoken about at two scales: lee2023.feedback, wadsworth2026.inertial (pore/pack scale) and brewer2026.coupled_kappa_t, cameron2020.extraction_bdf, fasano2000_partI.fines_migration, foster2025.infiltration, foster2025.machine_mode, grudeva2025.reduced, moroney2016.surrogate, waszkiewicz2025.poroelastic (continuum/bed scale). Whether the continuum closures preserve the pore-scale trend is not established by the corpus map.",lee2023.feedback=qualitative_capacity; wadsworth2026.inertial=source_curve_reproduction; brewer2026.coupled_kappa_t=exploratory_synthesis; cameron2020.extraction_bdf=code_verification; fasano2000_partI.fines_migration=qualitative_capacity; foster2025.infiltration=sign_or_compatibility; foster2025.machine_mode=source_curve_reproduction; grudeva2025.reduced=post_fit_reconstruction; moroney2016.surrogate=qualitative_capacity; waszkiewicz2025.poroelastic=post_fit_reconstruction,RVE size at which permeability stabilises; closure vs solver on one geometry family,UNKNOWN,UNKNOWN,I-093,UNREVIEWED,explicit,puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
